TimePeriod,GeoType,GeoID,GeoRank,Geography,Number,Percent
2006,UHF34,207,3,East Flatbush - Flatbush,"31,000","13.8 (9.8, 19.0)"
2006,UHF34,208,3,Canarsie - Flatlands,"26,000","18.1 (12.1, 26.3)"
2006,UHF34,209,3,Bensonhurst - Bay Ridge,"25,000","16.1 (11.0, 22.8)"
2006,UHF34,210,3,Coney Island - Sheepshead Bay,"49,000","22.1 (17.1, 28.0)"
2006,UHF34,211,3,Williamsburg - Bushwick,"25,000","19.2 (13.5, 26.5)"
2006,UHF34,301,3,Washington Heights,"27,000","13.3 (9.1, 19.0)"
2006,UHF34,302,3,Central Harlem - Morningside Heights,"17,000","15.0 (11.0, 20.2)"
2006,UHF34,303,3,East Harlem,"24,000","31.4 (22.7, 41.6)"
2006,UHF34,304,3,Upper West Side,"24,000*","12.3* (6.1, 23.1)"
2006,UHF34,401,3,Long Island City - Astoria,"42,000","23.7 (17.7, 31.0)"
2006,UHF34,402,3,West Queens,"53,000","14.2 (10.4, 19.2)"
2006,UHF34,403,3,Flushing - Clearview,"33,000","16.0 (11.3, 22.2)"
2006,UHF34,405,3,Ridgewood - Forest Hills,"33,000","17.4 (12.8, 23.2)"
2006,UHF34,407,3,Southwest Queens,"32,000","15.9 (11.5, 21.5)"
2006,UHF34,408,3,Jamaica,"37,000","17.7 (13.3, 23.2)"
2006,UHF34,409,3,Southeast Queens,"15,000","9.8 (6.6, 14.2)"
2006,UHF34,410,3,Rockaways,"13,000","17.5 (10.5, 27.6)"
2006,UHF34,305307,3,Upper East Side-Gramercy,"49,000","15.9 (11.4, 21.6)"
2006,UHF34,306308,3,Chelsea-Village  ,"40,000","21.4 (15.8, 28.2)"
2006,UHF34,309310,3,Union Square-Lower Manhattan,"31,000","15.9 (11.4, 21.6)"
2006,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"21,000","14.8 (9.8, 21.8)"
2006,UHF34,501502,3,Northern SI,"36,000","28.0 (22.0, 34.9)"
2006,UHF34,503504,3,Southern SI,"53,000","26.8 (21.4, 32.9)"
2006,UHF34,105106107,3,South Bronx,"66,000","20.0 (16.2, 24.3)"
2006,Borough,1,1,Bronx,"178,000","19.3 (16.6, 22.3)"
2006,Borough,2,1,Brooklyn,"308,000","17.2 (15.6, 18.9)"
2006,Borough,3,1,Manhattan,"210,000","16.6 (14.4, 19.0)"
2006,Borough,4,1,Queens,"279,000","16.2 (14.4, 18.1)"
2006,Borough,5,1,Staten Island,"90,000","27.3 (23.2, 31.8)"
2006,Citywide,1,0,New York City,"1,065,000","17.6 (16.7, 18.7)"
2005,UHF34,101,3,Kingsbridge - Riverdale,"10,000","13.7 (8.4, 21.6)"
2005,UHF34,102,3,Northeast Bronx,"25,000","17.9 (12.2, 25.4)"
2005,UHF34,103,3,Fordham - Bronx Pk,"46,000","26.7 (18.6, 36.8)"
2005,UHF34,104,3,Pelham - Throgs Neck,"38,000","18.0 (12.4, 25.4)"
2005,UHF34,201,3,Greenpoint,"17,000","18.7 (12.3, 27.5)"
2005,UHF34,202,3,Downtown - Heights - Slope,"34,000","19.6 (14.2, 26.4)"
2005,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"46,000","20.9 (17.1, 25.3)"
2005,UHF34,204,3,East New York,"23,000","20.0 (13.9, 28.0)"
2005,UHF34,205,3,Sunset Park,"13,000","14.3 (9.3, 21.4)"
2005,UHF34,206,3,Borough Park,"38,000","16.4 (11.8, 22.3)"
2005,UHF34,207,3,East Flatbush - Flatbush,"26,000","11.6 (8.6, 15.6)"
2005,UHF34,208,3,Canarsie - Flatlands,"17,000","11.7 (7.5, 17.9)"
2005,UHF34,209,3,Bensonhurst - Bay Ridge,"38,000","24.1 (19.1, 29.9)"
2005,UHF34,210,3,Coney Island - Sheepshead Bay,"45,000","20.3 (16.0, 25.5)"
2005,UHF34,211,3,Williamsburg - Bushwick,"37,000","28.6 (22.7, 35.3)"
2005,UHF34,301,3,Washington Heights,"34,000","17.3 (12.9, 22.8)"
2005,UHF34,302,3,Central Harlem - Morningside Heights,"24,000","22.0 (16.8, 28.2)"
2005,UHF34,303,3,East Harlem,"21,000","26.6 (19.8, 34.7)"
2005,UHF34,304,3,Upper West Side,"29,000","15.1 (9.1, 24.1)"
2005,UHF34,401,3,Long Island City - Astoria,"41,000","23.2 (18.2, 29.1)"
2005,UHF34,402,3,West Queens,"69,000","18.7 (14.2, 24.2)"
2005,UHF34,403,3,Flushing - Clearview,"39,000","19.0 (13.3, 26.5)"
2005,UHF34,405,3,Ridgewood - Forest Hills,"38,000","19.6 (14.3, 26.3)"
2005,UHF34,407,3,Southwest Queens,"36,000","17.9 (13.4, 23.5)"
2005,UHF34,408,3,Jamaica,"37,000","17.8 (13.7, 23.0)"
2005,UHF34,409,3,Southeast Queens,"22,000","14.9 (10.8, 20.2)"
2005,UHF34,410,3,Rockaways,"7,000","9.2 (5.0, 16.3)"
2005,UHF34,305307,3,Upper East Side-Gramercy,"59,000","19.3 (14.6, 25.1)"
2005,UHF34,306308,3,Chelsea-Village  ,"26,000","14.1 (9.7, 20.0)"
2005,UHF34,309310,3,Union Square-Lower Manhattan,"41,000","21.6 (15.2, 29.7)"
2005,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"19,000","13.2 (8.6, 19.8)"
2005,UHF34,501502,3,Northern SI,"34,000","26.0 (20.5, 32.5)"
2005,UHF34,503504,3,Southern SI,"51,000","25.3 (20.6, 30.7)"
2005,UHF34,105106107,3,South Bronx,"72,000","22.1 (18.6, 25.9)"
2005,Borough,1,1,Bronx,"191,000","20.7 (18.1, 23.7)"
2005,Borough,2,1,Brooklyn,"332,000","18.6 (17.0, 20.2)"
2005,Borough,3,1,Manhattan,"236,000","18.6 (16.3, 21.1)"
2005,Borough,4,1,Queens,"308,000","17.9 (16.1, 19.9)"
2005,Borough,5,1,Staten Island,"85,000","25.6 (21.9, 29.7)"
2005,Citywide,1,0,New York City,"1,151,000","19.1 (18.1, 20.1)"
2004,UHF34,101,3,Kingsbridge - Riverdale,"14,000","20.1 (13.4, 29.2)"
2004,UHF34,102,3,Northeast Bronx,"15,000","11.2 (8.0, 15.4)"
2004,UHF34,103,3,Fordham - Bronx Pk,"41,000","23.9 (18.4, 30.4)"
2004,UHF34,104,3,Pelham - Throgs Neck,"54,000","25.4 (19.6, 32.2)"
2004,UHF34,201,3,Greenpoint,"22,000","24.5 (17.8, 32.9)"
2004,UHF34,202,3,Downtown - Heights - Slope,"30,000","17.5 (12.8, 23.5)"
2004,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"49,000","22.1 (16.7, 28.6)"
2004,UHF34,204,3,East New York,"25,000","22.0 (16.5, 28.6)"
2004,UHF34,205,3,Sunset Park,"17,000","19.0 (13.2, 26.4)"
2004,UHF34,206,3,Borough Park,"37,000","15.8 (11.8, 20.9)"
2004,UHF34,207,3,East Flatbush - Flatbush,"34,000","14.8 (10.4, 20.6)"
2004,UHF34,208,3,Canarsie - Flatlands,"20,000","13.6 (9.7, 18.7)"
2004,UHF34,209,3,Bensonhurst - Bay Ridge,"33,000","20.8 (15.9, 26.8)"
2004,UHF34,210,3,Coney Island - Sheepshead Bay,"47,000","21.0 (16.2, 26.8)"
2004,UHF34,211,3,Williamsburg - Bushwick,"25,000","20.1 (15.3, 25.9)"
2004,UHF34,301,3,Washington Heights,"35,000","17.7 (12.8, 23.9)"
2004,UHF34,302,3,Central Harlem - Morningside Heights,"29,000","25.6 (19.5, 32.8)"
2004,UHF34,303,3,East Harlem,"20,000","26.5 (19.4, 35.0)"
2004,UHF34,304,3,Upper West Side,"22,000","11.5 (7.4, 17.4)"
2004,UHF34,401,3,Long Island City - Astoria,"38,000","21.3 (16.2, 27.4)"
2004,UHF34,402,3,West Queens,"59,000","16.0 (12.0, 21.0)"
2004,UHF34,403,3,Flushing - Clearview,"39,000","19.2 (14.4, 25.1)"
2004,UHF34,405,3,Ridgewood - Forest Hills,"32,000","16.9 (12.6, 22.2)"
2004,UHF34,407,3,Southwest Queens,"23,000","11.2 (7.4, 16.7)"
2004,UHF34,408,3,Jamaica,"24,000","11.8 (8.1, 16.7)"
2004,UHF34,409,3,Southeast Queens,"20,000","13.4 (9.7, 18.2)"
2004,UHF34,410,3,Rockaways,"16,000","21.3 (14.9, 29.6)"
2004,UHF34,305307,3,Upper East Side-Gramercy,"40,000","13.1 (9.6, 17.7)"
2004,UHF34,306308,3,Chelsea-Village  ,"32,000","17.3 (12.3, 23.8)"
2004,UHF34,309310,3,Union Square-Lower Manhattan,"40,000","20.6 (14.9, 27.8)"
2004,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"25,000","17.7 (12.8, 24.1)"
2004,UHF34,501502,3,Northern SI,"30,000","22.9 (17.7, 29.1)"
2004,UHF34,503504,3,Southern SI,"65,000","32.7 (26.4, 39.7)"
2004,UHF34,105106107,3,South Bronx,"66,000","20.0 (15.7, 25.1)"
2004,Borough,1,1,Bronx,"191,000","20.7 (18.2, 23.4)"
2004,Borough,2,1,Brooklyn,"337,000","18.8 (17.2, 20.6)"
2004,Borough,3,1,Manhattan,"218,000","17.3 (15.3, 19.5)"
2004,Borough,4,1,Queens,"277,000","16.1 (14.4, 17.9)"
2004,Borough,5,1,Staten Island,"94,000","28.8 (24.4, 33.7)"
2004,Citywide,1,0,New York City,"1,117,000","18.5 (17.6, 19.5)"
2003,UHF34,101,3,Kingsbridge - Riverdale,"10,000","14.3 (10.2, 19.6)"
2003,UHF34,102,3,Northeast Bronx,"20,000","15.6 (11.4, 21.1)"
2003,UHF34,103,3,Fordham - Bronx Pk,"33,000","21.8 (16.9, 27.7)"
2003,UHF34,104,3,Pelham - Throgs Neck,"42,000","24.0 (18.9, 30.0)"
2003,UHF34,201,3,Greenpoint,"18,000","21.2 (16.3, 27.1)"
2003,UHF34,202,3,Downtown - Heights - Slope,"35,000","23.0 (17.6, 29.5)"
2003,UHF34,203,3,Bedford Stuyvesant - Crown Heights,"41,000","22.4 (17.5, 28.1)"
2003,UHF34,204,3,East New York,"18,000","16.8 (12.6, 22.1)"
2003,UHF34,205,3,Sunset Park,"19,000","22.2 (16.0, 29.9)"
2003,UHF34,206,3,Borough Park,"29,000","13.9 (10.4, 18.4)"
2003,UHF34,207,3,East Flatbush - Flatbush,"24,000","12.4 (8.9, 17.0)"
2003,UHF34,208,3,Canarsie - Flatlands,"25,000","18.7 (14.2, 24.3)"
2003,UHF34,209,3,Bensonhurst - Bay Ridge,"35,000","24.4 (19.4, 30.3)"
2003,UHF34,210,3,Coney Island - Sheepshead Bay,"37,000","18.7 (14.2, 24.4)"
2003,UHF34,211,3,Williamsburg - Bushwick,"30,000","26.3 (21.1, 32.1)"
2003,UHF34,301,3,Washington Heights,"33,000","18.6 (14.1, 24.1)"
2003,UHF34,302,3,Central Harlem - Morningside Heights,"22,000","21.7 (16.8, 27.7)"
2003,UHF34,303,3,East Harlem,"20,000","27.4 (21.6, 34.1)"
2003,UHF34,304,3,Upper West Side,"26,000","15.9 (11.6, 21.4)"
2003,UHF34,401,3,Long Island City - Astoria,"31,000","19.5 (14.9, 25.1)"
2003,UHF34,402,3,West Queens,"63,000","21.5 (16.5, 27.6)"
2003,UHF34,403,3,Flushing - Clearview,"38,000","20.7 (16.3, 25.9)"
2003,UHF34,405,3,Ridgewood - Forest Hills,"25,000","14.9 (11.0, 19.9)"
2003,UHF34,407,3,Southwest Queens,"34,000","19.6 (15.0, 25.2)"
2003,UHF34,408,3,Jamaica,"29,000","15.4 (11.3, 20.7)"
2003,UHF34,409,3,Southeast Queens,"23,000","16.6 (12.1, 22.3)"
2003,UHF34,410,3,Rockaways,"16,000","22.9 (17.4, 29.5)"
2003,UHF34,305307,3,Upper East Side-Gramercy,"35,000","14.0 (10.2, 18.9)"
2003,UHF34,306308,3,Chelsea-Village  ,"34,000","21.1 (16.2, 27.1)"
2003,UHF34,309310,3,Union Square-Lower Manhattan,"36,000","20.7 (16.4, 25.8)"
2003,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,"17,000","12.9 (9.2, 17.7)"
2003,UHF34,501502,3,Northern SI,"30,000","25.8 (20.3, 32.1)"
2003,UHF34,503504,3,Southern SI,"42,000","24.7 (19.3, 31.0)"
2003,UHF34,105106107,3,South Bronx,"71,000","24.9 (20.4, 30.0)"
2003,Borough,1,1,Bronx,"175,000","21.8 (19.4, 24.3)"
2003,Borough,2,1,Brooklyn,"310,000","19.4 (17.9, 21.0)"
2003,Borough,3,1,Manhattan,"206,000","18.7 (16.9, 20.8)"
2003,Borough,4,1,Queens,"278,000","18.3 (16.6, 20.2)"
2003,Borough,5,1,Staten Island,"73,000","25.2 (21.2, 29.6)"
2003,Citywide,1,0,New York City,"1,041,000","19.6 (18.7, 20.6)"
2002,Borough,1,1,Bronx,"234,000","25.5 (22.9, 28.2)"
2002,Borough,2,1,Brooklyn,"354,000","19.7 (18.1, 21.5)"
2002,Borough,3,1,Manhattan,"270,000","21.4 (19.3, 23.5)"
2002,Borough,4,1,Queens,"357,000","20.7 (18.5, 23.0)"
2002,Borough,5,1,Staten Island,"90,000","27.5 (23.3, 32.2)"
2002,Citywide,1,0,New York City,"1,305,000","21.7 (20.6, 22.7)"
2002,UHF33,101,,,"13,000","19.1 (14.1, 25.4)"
2002,UHF33,102,,,"23,000","16.5 (12.3, 21.8)"
2002,UHF33,103,,,"45,000","26.5 (21.0, 32.7)"
2002,UHF33,104,,,"53,000","24.8 (19.7, 30.8)"
2002,UHF33,201,,,"15,000","17.0 (12.5, 22.6)"
2002,UHF33,202,,,"38,000","22.1 (17.2, 28.0)"
2002,UHF33,203,,,"46,000","20.9 (16.0, 26.9)"
2002,UHF33,204,,,"31,000","26.7 (21.4, 32.9)"
2002,UHF33,205,,,"15,000","17.2 (12.2, 23.7)"
2002,UHF33,206,,,"40,000","17.2 (12.7, 22.8)"
2002,UHF33,209,,,"38,000","24.2 (19.1, 30.1)"
2002,UHF33,210,,,"50,000","22.5 (17.8, 28.2)"
2002,UHF33,211,,,"33,000","25.7 (20.4, 31.9)"
2002,UHF33,301,,,"42,000","21.1 (15.5, 28.0)"
2002,UHF33,302,,,"34,000","30.9 (24.7, 37.8)"
2002,UHF33,303,,,"17,000","22.3 (16.8, 29.1)"
2002,UHF33,304,,,"39,000","20.5 (15.8, 26.1)"
2002,UHF33,309,,,"45,000","27.1 (21.4, 33.7)"
2002,UHF33,310,,,"7,000","24.4 (16.6, 34.5)"
2002,UHF33,403,,,"33,000","16.3 (11.8, 22.2)"
2002,UHF33,405,,,"35,000","18.4 (14.1, 23.7)"
2002,UHF33,407,,,"49,000","24.2 (18.5, 30.8)"
2002,UHF33,408,,,"29,000","13.9 (9.9, 19.3)"
2002,UHF33,409,,,"21,000","14.2 (10.1, 19.6)"
2002,UHF33,410,,,"13,000","16.7 (12.1, 22.5)"
2002,UHF33,207208,,,"48,000","13.0 (9.5, 17.6)"
2002,UHF33,305307,,,"45,000","14.6 (10.9, 19.3)"
2002,UHF33,306308,,,"41,000","22.1 (17.4, 27.6)"
2002,UHF33,401402,,,"150,000","27.3 (22.1, 33.1)"
2002,UHF33,404406,,,"27,000","18.9 (14.2, 24.8)"
2002,UHF33,501502,,,"36,000","27.9 (22.2, 34.5)"
2002,UHF33,503504,,,"54,000","27.2 (21.5, 33.8)"
2002,UHF33,105106107,,,"100,000","30.4 (25.5, 35.8)"
